timestamp,is_anomaly,incident_id,phase
2026-05-29T05:38:49Z,0,,normal
2026-05-29T05:38:54Z,0,,normal
2026-05-29T05:38:59Z,0,,normal
2026-05-29T05:39:04Z,0,,normal
2026-05-29T05:39:09Z,0,,normal
2026-05-29T05:39:14Z,0,,normal
2026-05-29T05:39:19Z,0,,normal
2026-05-29T05:39:24Z,0,,normal
2026-05-29T05:39:29Z,0,,normal
2026-05-29T05:39:34Z,0,,normal
2026-05-29T05:39:39Z,0,,normal
2026-05-29T05:39:44Z,0,,normal
2026-05-29T05:39:49Z,0,,normal
2026-05-29T05:39:54Z,0,,normal
2026-05-29T05:39:59Z,0,,normal
2026-05-29T05:40:04Z,0,,normal
2026-05-29T05:40:09Z,0,,normal
2026-05-29T05:40:14Z,0,,normal
2026-05-29T05:40:19Z,0,,normal
2026-05-29T05:40:24Z,0,,normal
2026-05-29T05:40:29Z,0,,normal
2026-05-29T05:40:34Z,0,,normal
2026-05-29T05:40:39Z,0,,normal
2026-05-29T05:40:44Z,0,,normal
2026-05-29T05:40:49Z,0,,normal
2026-05-29T05:40:54Z,0,,normal
2026-05-29T05:40:59Z,0,,normal
2026-05-29T05:41:04Z,0,,normal
2026-05-29T05:41:09Z,0,,normal
2026-05-29T05:41:14Z,0,,normal
2026-05-29T05:41:19Z,0,,normal
2026-05-29T05:41:24Z,0,,normal
2026-05-29T05:41:29Z,0,,normal
2026-05-29T05:41:34Z,0,,normal
2026-05-29T05:41:39Z,0,,normal
2026-05-29T05:41:44Z,0,,normal
2026-05-29T05:41:49Z,0,,normal
2026-05-29T05:41:54Z,0,,normal
2026-05-29T05:41:59Z,0,,normal
2026-05-29T05:42:04Z,1,INC-003,fault_effect
2026-05-29T05:42:09Z,1,INC-003,fault_effect
2026-05-29T05:42:14Z,1,INC-003,fault_effect
2026-05-29T05:42:19Z,1,INC-003,fault_effect
2026-05-29T05:42:24Z,1,INC-003,fault_effect
2026-05-29T05:42:29Z,1,INC-003,fault_effect
2026-05-29T05:42:34Z,1,INC-003,fault_effect
2026-05-29T05:42:39Z,1,INC-003,fault_effect
2026-05-29T05:42:44Z,1,INC-003,fault_effect
2026-05-29T05:42:49Z,1,INC-003,fault_effect
2026-05-29T05:42:54Z,1,INC-003,fault_effect
2026-05-29T05:42:59Z,1,INC-003,fault_effect
2026-05-29T05:43:04Z,0,,normal
2026-05-29T05:43:09Z,0,,normal
2026-05-29T05:43:14Z,0,,normal
2026-05-29T05:43:19Z,0,,normal
2026-05-29T05:43:24Z,0,,normal
2026-05-29T05:43:29Z,0,,normal
2026-05-29T05:43:34Z,0,,normal
2026-05-29T05:43:39Z,0,,normal
2026-05-29T05:43:44Z,0,,normal
2026-05-29T05:43:49Z,0,,normal
2026-05-29T05:43:54Z,0,,normal
2026-05-29T05:43:59Z,0,,normal
2026-05-29T05:44:04Z,0,,normal
2026-05-29T05:44:09Z,0,,normal
2026-05-29T05:44:14Z,0,,normal
2026-05-29T05:44:19Z,0,,normal
2026-05-29T05:44:24Z,0,,normal
2026-05-29T05:44:29Z,0,,normal
2026-05-29T05:44:34Z,0,,normal
2026-05-29T05:44:39Z,0,,normal
2026-05-29T05:44:44Z,0,,normal
2026-05-29T05:44:49Z,0,,normal
2026-05-29T05:44:54Z,0,,normal
2026-05-29T05:44:59Z,0,,normal
2026-05-29T05:45:04Z,0,,normal
2026-05-29T05:45:09Z,0,,normal
2026-05-29T05:45:14Z,0,,normal
2026-05-29T05:45:19Z,0,,normal
2026-05-29T05:45:24Z,0,,normal
2026-05-29T05:45:29Z,0,,normal
2026-05-29T05:45:34Z,0,,normal
2026-05-29T05:45:39Z,0,,normal
2026-05-29T05:45:44Z,0,,normal
2026-05-29T05:45:49Z,0,,normal
2026-05-29T05:45:54Z,0,,normal
2026-05-29T05:45:59Z,0,,normal
2026-05-29T05:46:04Z,0,,normal
2026-05-29T05:46:09Z,0,,normal
2026-05-29T05:46:14Z,0,,normal
2026-05-29T05:46:19Z,0,,normal
2026-05-29T05:46:24Z,0,,normal
2026-05-29T05:46:29Z,0,,normal
2026-05-29T05:46:34Z,0,,normal
2026-05-29T05:46:39Z,0,,normal
2026-05-29T05:46:44Z,0,,normal
2026-05-29T05:46:49Z,0,,normal
2026-05-29T05:46:54Z,0,,normal
2026-05-29T05:46:59Z,1,INC-004,fault_effect
2026-05-29T05:47:04Z,1,INC-004,fault_effect
2026-05-29T05:47:09Z,1,INC-004,fault_effect
2026-05-29T05:47:14Z,1,INC-004,fault_effect
2026-05-29T05:47:19Z,1,INC-004,fault_effect
2026-05-29T05:47:24Z,1,INC-004,fault_effect
2026-05-29T05:47:29Z,1,INC-004,fault_effect
2026-05-29T05:47:34Z,1,INC-004,fault_effect
2026-05-29T05:47:39Z,1,INC-004,fault_effect
2026-05-29T05:47:44Z,1,INC-004,fault_effect
2026-05-29T05:47:49Z,1,INC-004,fault_effect
2026-05-29T05:47:54Z,1,INC-004,fault_effect
2026-05-29T05:47:59Z,0,,normal
2026-05-29T05:48:04Z,0,,normal
2026-05-29T05:48:09Z,0,,normal
2026-05-29T05:48:14Z,0,,normal
2026-05-29T05:48:19Z,0,,normal
2026-05-29T05:48:24Z,0,,normal
2026-05-29T05:48:29Z,0,,normal
2026-05-29T05:48:34Z,0,,normal
2026-05-29T05:48:39Z,0,,normal
2026-05-29T05:48:44Z,0,,normal
2026-05-29T05:48:49Z,0,,normal
2026-05-29T05:48:54Z,0,,normal
2026-05-29T05:48:59Z,0,,normal
2026-05-29T05:49:04Z,0,,normal
2026-05-29T05:49:09Z,0,,normal
2026-05-29T05:49:14Z,0,,normal
2026-05-29T05:49:19Z,0,,normal
2026-05-29T05:49:24Z,0,,normal
2026-05-29T05:49:29Z,0,,normal
2026-05-29T05:49:34Z,0,,normal
2026-05-29T05:49:39Z,0,,normal
2026-05-29T05:49:44Z,0,,normal
2026-05-29T05:49:49Z,0,,normal
2026-05-29T05:49:54Z,0,,normal
2026-05-29T05:49:59Z,0,,normal
2026-05-29T05:50:04Z,0,,normal
2026-05-29T05:50:09Z,0,,normal
2026-05-29T05:50:14Z,0,,normal
2026-05-29T05:50:19Z,0,,normal
2026-05-29T05:50:24Z,0,,normal
2026-05-29T05:50:29Z,0,,normal
2026-05-29T05:50:34Z,0,,normal
2026-05-29T05:50:39Z,0,,normal
2026-05-29T05:50:44Z,0,,normal
2026-05-29T05:50:49Z,0,,normal
2026-05-29T05:50:54Z,0,,normal
2026-05-29T05:50:59Z,0,,normal
2026-05-29T05:51:04Z,0,,normal
2026-05-29T05:51:09Z,0,,normal
2026-05-29T05:51:14Z,0,,normal
2026-05-29T05:51:19Z,0,,normal
2026-05-29T05:51:24Z,0,,normal
2026-05-29T05:51:29Z,0,,normal
2026-05-29T05:51:34Z,0,,normal
2026-05-29T05:51:39Z,0,,normal
2026-05-29T05:51:44Z,0,,normal
2026-05-29T05:51:49Z,0,,normal
2026-05-29T05:51:54Z,0,,normal
2026-05-29T05:51:59Z,0,,normal
2026-05-29T05:52:04Z,0,,normal
2026-05-29T05:52:09Z,0,,normal
2026-05-29T05:52:14Z,0,,normal
2026-05-29T05:52:19Z,0,,normal
2026-05-29T05:52:24Z,0,,normal
2026-05-29T05:52:29Z,0,,normal
2026-05-29T05:52:34Z,0,,normal
2026-05-29T05:52:39Z,0,,normal
2026-05-29T05:52:44Z,0,,normal
2026-05-29T05:52:49Z,0,,normal
2026-05-29T05:52:54Z,0,,normal
2026-05-29T05:52:59Z,0,,normal
2026-05-29T05:53:04Z,0,,normal
2026-05-29T05:53:09Z,0,,normal
2026-05-29T05:53:14Z,0,,normal
2026-05-29T05:53:19Z,0,,normal
2026-05-29T05:53:24Z,0,,normal
2026-05-29T05:53:29Z,0,,normal
2026-05-29T05:53:34Z,0,,normal
2026-05-29T05:53:39Z,0,,normal
2026-05-29T05:53:44Z,0,,normal
2026-05-29T05:53:49Z,0,,normal
2026-05-29T05:53:54Z,0,,normal
2026-05-29T05:53:59Z,0,,normal
2026-05-29T05:54:04Z,0,,normal
2026-05-29T05:54:09Z,0,,normal
2026-05-29T05:54:14Z,0,,normal
2026-05-29T05:54:19Z,0,,normal
2026-05-29T05:54:24Z,0,,normal
2026-05-29T05:54:29Z,0,,normal
2026-05-29T05:54:34Z,0,,normal
2026-05-29T05:54:39Z,0,,normal
2026-05-29T05:54:44Z,0,,normal
2026-05-29T05:54:49Z,0,,normal
2026-05-29T05:54:54Z,0,,normal
2026-05-29T05:54:59Z,0,,normal
2026-05-29T05:55:04Z,1,INC-005,fault_effect
2026-05-29T05:55:09Z,1,INC-005,fault_effect
2026-05-29T05:55:14Z,1,INC-005,fault_effect
2026-05-29T05:55:19Z,1,INC-005,fault_effect
2026-05-29T05:55:24Z,1,INC-005,fault_effect
2026-05-29T05:55:29Z,1,INC-005,fault_effect
2026-05-29T05:55:34Z,1,INC-005,fault_effect
2026-05-29T05:55:39Z,1,INC-005,fault_effect
2026-05-29T05:55:44Z,1,INC-005,fault_effect
2026-05-29T05:55:49Z,1,INC-005,fault_effect
2026-05-29T05:55:54Z,1,INC-005,fault_effect
2026-05-29T05:55:59Z,0,,normal
2026-05-29T05:56:04Z,0,,normal
2026-05-29T05:56:09Z,0,,normal
2026-05-29T05:56:14Z,0,,normal
2026-05-29T05:56:19Z,0,,normal
2026-05-29T05:56:24Z,0,,normal
2026-05-29T05:56:29Z,0,,normal
2026-05-29T05:56:34Z,0,,normal
2026-05-29T05:56:39Z,0,,normal
2026-05-29T05:56:44Z,0,,normal
2026-05-29T05:56:49Z,0,,normal
2026-05-29T05:56:54Z,0,,normal
2026-05-29T05:56:59Z,0,,normal
2026-05-29T05:57:04Z,0,,normal
2026-05-29T05:57:09Z,0,,normal
2026-05-29T05:57:14Z,0,,normal
2026-05-29T05:57:19Z,0,,normal
2026-05-29T05:57:24Z,0,,normal
2026-05-29T05:57:29Z,0,,normal
2026-05-29T05:57:34Z,0,,normal
2026-05-29T05:57:39Z,0,,normal
2026-05-29T05:57:44Z,0,,normal
2026-05-29T05:57:49Z,0,,normal
2026-05-29T05:57:54Z,0,,normal
2026-05-29T05:57:59Z,0,,normal
2026-05-29T05:58:04Z,0,,normal
2026-05-29T05:58:09Z,0,,normal
2026-05-29T05:58:14Z,0,,normal
2026-05-29T05:58:19Z,0,,normal
2026-05-29T05:58:24Z,0,,normal
2026-05-29T05:58:29Z,0,,normal
2026-05-29T05:58:34Z,0,,normal
2026-05-29T05:58:39Z,0,,normal
2026-05-29T05:58:44Z,0,,normal
2026-05-29T05:58:49Z,0,,normal
2026-05-29T05:58:54Z,0,,normal
2026-05-29T05:58:59Z,0,,normal
2026-05-29T05:59:04Z,0,,normal
2026-05-29T05:59:09Z,0,,normal
2026-05-29T05:59:14Z,0,,normal
2026-05-29T05:59:19Z,0,,normal
2026-05-29T05:59:24Z,0,,normal
2026-05-29T05:59:29Z,0,,normal
2026-05-29T05:59:34Z,0,,normal
2026-05-29T05:59:39Z,0,,normal
2026-05-29T05:59:44Z,0,,normal
2026-05-29T05:59:49Z,0,,normal
2026-05-29T05:59:54Z,0,,normal
2026-05-29T05:59:59Z,0,,normal
2026-05-29T06:00:04Z,0,,normal
2026-05-29T06:00:09Z,0,,normal
2026-05-29T06:00:14Z,0,,normal
2026-05-29T06:00:19Z,1,INC-006,fault_effect
2026-05-29T06:00:24Z,1,INC-006,fault_effect
2026-05-29T06:00:29Z,1,INC-006,fault_effect
2026-05-29T06:00:34Z,1,INC-006,fault_effect
2026-05-29T06:00:39Z,1,INC-006,fault_effect
2026-05-29T06:00:44Z,1,INC-006,fault_effect
2026-05-29T06:00:49Z,1,INC-006,fault_effect
2026-05-29T06:00:54Z,1,INC-006,fault_effect
2026-05-29T06:00:59Z,1,INC-006,fault_effect
2026-05-29T06:01:04Z,1,INC-006,fault_effect
2026-05-29T06:01:09Z,1,INC-006,fault_effect
2026-05-29T06:01:14Z,1,INC-006,fault_effect
2026-05-29T06:01:19Z,0,,normal
2026-05-29T06:01:24Z,0,,normal
2026-05-29T06:01:29Z,0,,normal
2026-05-29T06:01:34Z,0,,normal
2026-05-29T06:01:39Z,0,,normal
2026-05-29T06:01:44Z,0,,normal
2026-05-29T06:01:49Z,0,,normal
2026-05-29T06:01:54Z,0,,normal
2026-05-29T06:01:59Z,0,,normal
2026-05-29T06:02:04Z,0,,normal
2026-05-29T06:02:09Z,0,,normal
2026-05-29T06:02:14Z,0,,normal
2026-05-29T06:02:19Z,0,,normal
2026-05-29T06:02:24Z,0,,normal
2026-05-29T06:02:29Z,0,,normal
2026-05-29T06:02:34Z,0,,normal
2026-05-29T06:02:39Z,0,,normal
2026-05-29T06:02:44Z,0,,normal
2026-05-29T06:02:49Z,0,,normal
2026-05-29T06:02:54Z,0,,normal
2026-05-29T06:02:59Z,0,,normal
2026-05-29T06:03:04Z,0,,normal
2026-05-29T06:03:09Z,0,,normal
2026-05-29T06:03:14Z,0,,normal
2026-05-29T06:03:19Z,0,,normal
2026-05-29T06:03:24Z,0,,normal
2026-05-29T06:03:29Z,0,,normal
2026-05-29T06:03:34Z,0,,normal
2026-05-29T06:03:39Z,0,,normal
2026-05-29T06:03:44Z,0,,normal
2026-05-29T06:03:49Z,0,,normal
2026-05-29T06:03:54Z,0,,normal
2026-05-29T06:03:59Z,0,,normal
2026-05-29T06:04:04Z,0,,normal
2026-05-29T06:04:09Z,0,,normal
2026-05-29T06:04:14Z,0,,normal
2026-05-29T06:04:19Z,0,,normal
2026-05-29T06:04:24Z,0,,normal
2026-05-29T06:04:29Z,0,,normal
2026-05-29T06:04:34Z,0,,normal
2026-05-29T06:04:39Z,0,,normal
2026-05-29T06:04:44Z,0,,normal
2026-05-29T06:04:49Z,0,,normal
2026-05-29T06:04:54Z,0,,normal
2026-05-29T06:04:59Z,0,,normal
2026-05-29T06:05:04Z,0,,normal
2026-05-29T06:05:09Z,0,,normal
2026-05-29T06:05:14Z,0,,normal
2026-05-29T06:05:19Z,0,,normal
2026-05-29T06:05:24Z,0,,normal
2026-05-29T06:05:29Z,0,,normal
2026-05-29T06:05:34Z,0,,normal
2026-05-29T06:05:39Z,0,,normal
2026-05-29T06:05:44Z,0,,normal
2026-05-29T06:05:49Z,0,,normal
2026-05-29T06:05:54Z,0,,normal
2026-05-29T06:05:59Z,0,,normal
2026-05-29T06:06:04Z,0,,normal
2026-05-29T06:06:09Z,0,,normal
2026-05-29T06:06:14Z,0,,normal
2026-05-29T06:06:19Z,0,,normal
2026-05-29T06:06:24Z,0,,normal
2026-05-29T06:06:29Z,0,,normal
2026-05-29T06:06:34Z,0,,normal
2026-05-29T06:06:39Z,0,,normal
2026-05-29T06:06:44Z,0,,normal
2026-05-29T06:06:49Z,0,,normal
2026-05-29T06:06:54Z,0,,normal
2026-05-29T06:06:59Z,0,,normal
2026-05-29T06:07:04Z,0,,normal
2026-05-29T06:07:09Z,0,,normal
2026-05-29T06:07:14Z,0,,normal
2026-05-29T06:07:19Z,0,,normal
2026-05-29T06:07:24Z,0,,normal
2026-05-29T06:07:29Z,0,,normal
2026-05-29T06:07:34Z,0,,normal
2026-05-29T06:07:39Z,0,,normal
2026-05-29T06:07:44Z,0,,normal
2026-05-29T06:07:49Z,1,INC-007,fault_effect
2026-05-29T06:07:54Z,1,INC-007,fault_effect
2026-05-29T06:07:59Z,1,INC-007,fault_effect
2026-05-29T06:08:04Z,1,INC-007,fault_effect
2026-05-29T06:08:09Z,1,INC-007,fault_effect
2026-05-29T06:08:14Z,1,INC-007,fault_effect
2026-05-29T06:08:19Z,1,INC-007,fault_effect
2026-05-29T06:08:24Z,1,INC-007,fault_effect
2026-05-29T06:08:29Z,1,INC-007,fault_effect
2026-05-29T06:08:34Z,1,INC-007,fault_effect
2026-05-29T06:08:39Z,1,INC-007,fault_effect
2026-05-29T06:08:44Z,1,INC-007,fault_effect
2026-05-29T06:08:49Z,0,,normal
2026-05-29T06:08:54Z,0,,normal
2026-05-29T06:08:59Z,0,,normal
2026-05-29T06:09:04Z,0,,normal
2026-05-29T06:09:09Z,0,,normal
2026-05-29T06:09:14Z,0,,normal
2026-05-29T06:09:19Z,0,,normal
2026-05-29T06:09:24Z,0,,normal
2026-05-29T06:09:29Z,0,,normal
2026-05-29T06:09:34Z,0,,normal
2026-05-29T06:09:39Z,0,,normal
2026-05-29T06:09:44Z,0,,normal
2026-05-29T06:09:49Z,0,,normal
2026-05-29T06:09:54Z,0,,normal
2026-05-29T06:09:59Z,0,,normal
2026-05-29T06:10:04Z,0,,normal
2026-05-29T06:10:09Z,0,,normal
2026-05-29T06:10:14Z,0,,normal
2026-05-29T06:10:19Z,0,,normal
2026-05-29T06:10:24Z,0,,normal
2026-05-29T06:10:29Z,0,,normal
2026-05-29T06:10:34Z,0,,normal
2026-05-29T06:10:39Z,0,,normal
2026-05-29T06:10:44Z,0,,normal
2026-05-29T06:10:49Z,0,,normal
2026-05-29T06:10:54Z,0,,normal
2026-05-29T06:10:59Z,0,,normal
2026-05-29T06:11:04Z,0,,normal
2026-05-29T06:11:09Z,0,,normal
2026-05-29T06:11:14Z,0,,normal
2026-05-29T06:11:19Z,0,,normal
2026-05-29T06:11:24Z,0,,normal
2026-05-29T06:11:29Z,0,,normal
2026-05-29T06:11:34Z,0,,normal
2026-05-29T06:11:39Z,0,,normal
2026-05-29T06:11:44Z,0,,normal
2026-05-29T06:11:49Z,0,,normal
2026-05-29T06:11:54Z,0,,normal
2026-05-29T06:11:59Z,0,,normal
2026-05-29T06:12:04Z,0,,normal
2026-05-29T06:12:09Z,0,,normal
2026-05-29T06:12:14Z,0,,normal
2026-05-29T06:12:19Z,0,,normal
2026-05-29T06:12:24Z,0,,normal
2026-05-29T06:12:29Z,1,INC-008,fault_effect
2026-05-29T06:12:34Z,1,INC-008,fault_effect
2026-05-29T06:12:39Z,1,INC-008,fault_effect
2026-05-29T06:12:44Z,1,INC-008,fault_effect
2026-05-29T06:12:49Z,1,INC-008,fault_effect
2026-05-29T06:12:54Z,1,INC-008,fault_effect
2026-05-29T06:12:59Z,1,INC-008,fault_effect
2026-05-29T06:13:04Z,1,INC-008,fault_effect
2026-05-29T06:13:09Z,1,INC-008,fault_effect
2026-05-29T06:13:14Z,1,INC-008,fault_effect
2026-05-29T06:13:19Z,1,INC-008,fault_effect
2026-05-29T06:13:24Z,1,INC-008,fault_effect
2026-05-29T06:13:29Z,0,,normal
2026-05-29T06:13:34Z,0,,normal
2026-05-29T06:13:39Z,0,,normal
2026-05-29T06:13:44Z,0,,normal
2026-05-29T06:13:49Z,0,,normal
2026-05-29T06:13:54Z,0,,normal
2026-05-29T06:13:59Z,0,,normal
2026-05-29T06:14:04Z,0,,normal
2026-05-29T06:14:09Z,0,,normal
2026-05-29T06:14:14Z,0,,normal
2026-05-29T06:14:19Z,0,,normal
2026-05-29T06:14:24Z,0,,normal
2026-05-29T06:14:29Z,0,,normal
2026-05-29T06:14:34Z,0,,normal
2026-05-29T06:14:39Z,0,,normal
2026-05-29T06:14:44Z,0,,normal
2026-05-29T06:14:49Z,0,,normal
2026-05-29T06:14:54Z,0,,normal
2026-05-29T06:14:59Z,0,,normal
2026-05-29T06:15:04Z,0,,normal
2026-05-29T06:15:09Z,0,,normal
2026-05-29T06:15:14Z,0,,normal
2026-05-29T06:15:19Z,0,,normal
2026-05-29T06:15:24Z,0,,normal
2026-05-29T06:15:29Z,0,,normal
2026-05-29T06:15:34Z,0,,normal
2026-05-29T06:15:39Z,0,,normal
2026-05-29T06:15:44Z,0,,normal
2026-05-29T06:15:49Z,0,,normal
2026-05-29T06:15:54Z,0,,normal
2026-05-29T06:15:59Z,0,,normal
2026-05-29T06:16:04Z,0,,normal
2026-05-29T06:16:09Z,0,,normal
2026-05-29T06:16:14Z,0,,normal
2026-05-29T06:16:19Z,0,,normal
2026-05-29T06:16:24Z,0,,normal
2026-05-29T06:16:29Z,0,,normal
2026-05-29T06:16:34Z,0,,normal
2026-05-29T06:16:39Z,0,,normal
2026-05-29T06:16:44Z,0,,normal
2026-05-29T06:16:49Z,0,,normal
2026-05-29T06:16:54Z,0,,normal
